ID Caso,ID Caso Relacionado,Año,Mes,Día,Código DANE de Municipio,Municipio,Departamento,Región,Modalidad,Presunto Responsable,Descripción Presunto Responsable,Abandono o Despojo Forzado de Tierras,Amenaza o Intimidación,Ataque Contra Misión Médica,Confinamiento o Restricción a la Movilidad,Desplazamiento Forzado,Extorsión,Lesionados Civiles,Pillaje,Tortura,Violencia Basada en Género,Otro Hecho Simultáneo,Total de Víctimas del Caso,Forma de Vinculación,Tipo de Vinculación,latitud-longitud
207556,,2001,4,25,5756,SONSON,ANTIOQUIA,ORIENTE ANTIOQUEÑO,PERSUASIÓN,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,0,1,0,0,0,0,0,0,0,,,1,INDIVIDUAL,RECLUTAMIENTO,POINT (-74.8280732592 5.8376814743)
209268,,0,0,0,5234,DABEIBA,ANTIOQUIA,OCCIDENTE ANTIOQUEÑO,DESCONOCIDA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,,,1,INDIVIDUAL,RECLUTAMIENTO,POINT (-76.2629766474 7.0003219398)
225057,,1988,0,0,68689,SAN VICENTE DE CHUCURI,SANTANDER,MAGDALENA MEDIO,COACCIÓN,GUERRILLA,ELN,0,0,0,0,0,0,0,0,0,,,1,INDIVIDUAL,RECLUTAMIENTO,POINT (-73.4110239344 6.8803829351)
228661,,1998,2,15,66456,MISTRATO,RISARALDA,EJE CAFETERO,PERSUASIÓN,GUERRILLA,ERG,0,0,0,0,0,0,0,0,0,,OCULTAMIENTO DE CADÁVER,1,INDIVIDUAL,RECLUTAMIENTO,POINT (-75.9043263373 5.4162684868)
229622,,1993,1,11,50001,VILLAVICENCIO,META,PIEDEMONTE LLANERO,ENGAÑO,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,,,1,INDIVIDUAL,RECLUTAMIENTO,POINT (-73.6270920374 4.1238614996)
236057,,1998,2,16,5660,SAN LUIS,ANTIOQUIA,ORIENTE ANTIOQUEÑO,PERSUASIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,1,INDIVIDUAL,RECLUTAMIENTO,POINT (-74.806913159 6.063828223)
238584,,1998,12,1,66594,QUINCHIA,RISARALDA,EJE CAFETERO,PERSUASIÓN,GUERRILLA,DISIDENCIA EPL,0,0,0,0,0,0,0,0,0,,,1,INDIVIDUAL,RECLUTAMIENTO,POINT (-75.7304125955 5.3404456801)
244955,,2000,4,15,5837,TURBO,ANTIOQUIA,URABA,COACCIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,1,0,0,0,0,0,,,2,MÚLTIPLE,RECLUTAMIENTO,POINT (-76.7291584376 8.089116411)
252216,,2001,7,1,73001,IBAGUE,TOLIMA,NORTE DEL TOLIMA,PERSUASIÓN,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DEL MAGDALENA MEDIO,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-75.1937147765 4.4396089914)
253262,,2001,9,10,17541,PENSILVANIA,CALDAS,EJE CAFETERO,PERSUASIÓN,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,2,MÚLTIPLE,RECLUTAMIENTO,POINT (-75.1602985189 5.3832805942)
254148,,2001,10,28,73283,FRESNO,TOLIMA,NORTE DEL TOLIMA,PERSUASIÓN,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,2,MÚLTIPLE,RECLUTAMIENTO,POINT (-75.0356271476 5.153638261)
259141,,2002,6,12,23001,MONTERIA,CORDOBA,ALTO SINU Y SAN JORGE,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,1,0,0,0,0,,,1,INDIVIDUAL,RECLUTAMIENTO,POINT (-75.8755779091 8.7451325909)
272040,,2004,7,17,5055,ARGELIA,ANTIOQUIA,ORIENTE ANTIOQUEÑO,DESCONOCIDA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,,,1,INDIVIDUAL,"UTILIZACIÓN EN ACTIVIDADES DOMÉSTICAS, DE TRANSPORTE O MENSAJERÍA",POINT (-75.1417414563 5.7306718788)
272684,,2004,9,0,5091,BETANIA,ANTIOQUIA,SUROESTE ANTIOQUEÑO,COACCIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,1,0,0,0,0,0,0,0,,,1,MÚLTIPLE,RECLUTAMIENTO,POINT (-75.97554408 5.7447471798)
278620,,2005,4,15,97161,CARURU,VAUPES,AMAZONIA SUR-ORIENTAL,COACCIÓN,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,COLECTIVO,RECLUTAMIENTO,POINT (-71.2977932628 1.014597709)
301813,,2005,12,1,68081,BARRANCABERMEJA,SANTANDER,MAGDALENA MEDIO,DESCONOCIDA,GRUPO PARAMILITAR,OTRO,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.8499569753 7.064963864)
301815,,2004,5,1,52835,SAN ANDRES DE TUMACO,NARIÑO,ANDEN PACIFICO SUR,DESCONOCIDA,GRUPO PARAMILITAR,OTRO,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-78.7638541478 1.8071172501)
301816,,1984,9,6,41298,GARZON,HUILA,SUR DEL HUILA,PERSUASIÓN,GUERRILLA,M19,0,0,0,0,0,0,0,0,0,,,150,COLECTIVO,RECLUTAMIENTO,POINT (-75.6276937365 2.196994421)
301967,,2005,12,1,27001,QUIBDO,CHOCO,ATRATO,DESCONOCIDA,GRUPO PARAMILITAR,OTRO,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-76.6259693555 5.6921951873)
301969,CR018912,0,0,0,0,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,DESCONOCIDA,GUERRILLA,M19,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-72 4)
301970,,0,0,0,77005,FRONTERA VENEZUELA,EXTERIOR,,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72.73 9.1)
301971,,0,0,0,77005,FRONTERA VENEZUELA,EXTERIOR,,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-72.73 9.1)
301973,,2005,9,25,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301974,,1994,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,,,1,INDIVIDUAL,RECLUTAMIENTO,POINT (-69.7955329413 4.4463521737)
301975,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301976,,1999,10,12,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301977,,2000,3,14,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301978,,2000,12,27,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301979,,2001,9,30,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301980,,2002,3,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301981,,2002,7,30,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301982,,2002,8,13,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301983,,2003,1,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,,,3,MÚLTIPLE,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301986,,2004,1,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301987,,2004,1,22,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301988,,2004,6,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301989,,2004,7,29,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301990,,2004,11,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,AGENTE DEL ESTADO,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301991,,2004,11,5,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301992,,2004,11,24,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301993,,2005,1,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301994,,2005,4,22,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301995,,2005,8,27,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301996,,2005,9,6,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301997,,2005,11,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301998,,2006,1,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GRUPO PARAMILITAR,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
301999,,2006,5,8,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302000,,2006,6,5,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302001,,2007,4,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302002,,2007,4,25,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GRUPO POSDESMOVILIZACIÓN,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302003,,2007,5,2,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302004,,2007,12,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302005,,2008,1,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302006,,2008,9,18,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,2,MÚLTIPLE,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302008,,2010,2,3,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302009,,2005,8,30,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302010,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.7955329413 4.4463521737)
302011,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302012,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.7955329413 4.4463521737)
302013,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302014,,2014,1,1,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302015,,2000,2,15,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302016,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302017,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302018,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302019,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302020,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.7955329413 4.4463521737)
302021,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.7955329413 4.4463521737)
302022,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302023,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302024,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302025,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.7955329413 4.4463521737)
302026,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.7955329413 4.4463521737)
302027,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302028,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302029,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302030,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302031,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302032,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302033,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302034,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302035,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302036,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302037,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302038,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.7955329413 4.4463521737)
302039,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302040,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.7955329413 4.4463521737)
302041,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302042,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302043,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.7955329413 4.4463521737)
302044,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302045,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.7955329413 4.4463521737)
302046,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302047,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.7955329413 4.4463521737)
302048,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.7955329413 4.4463521737)
302049,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302050,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302051,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-69.7955329413 4.4463521737)
302052,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302053,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,UTILIZACIÓN,POINT (-69.7955329413 4.4463521737)
302054,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
302055,,0,0,0,99773,CUMARIBO,VICHADA,ALTILLANURA,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-69.7955329413 4.4463521737)
