ID Caso,ID Caso Relacionado,Año,Mes,Día,Código DANE de Municipio,Municipio,Departamento,Región,Modalidad,Presunto Responsable,Descripción Presunto Responsable,Abandono o Despojo Forzado de Tierras,Amenaza o Intimidación,Ataque Contra Misión Médica,Confinamiento o Restricción a la Movilidad,Desplazamiento Forzado,Extorsión,Lesionados Civiles,Pillaje,Tortura,Violencia Basada en Género,Otro Hecho Simultáneo,Total de Víctimas del Caso,Forma de Vinculación,Tipo de Vinculación,latitud-longitud
307358,,0,0,0,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.7511667597 3.1257520996)
307359,,0,0,0,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.7511667597 3.1257520996)
307360,,0,0,0,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.7511667597 3.1257520996)
307361,,0,0,0,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.7511667597 3.1257520996)
307362,,0,0,0,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.7511667597 3.1257520996)
307363,,0,0,0,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.7511667597 3.1257520996)
307364,,0,0,0,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.7511667597 3.1257520996)
307365,,0,0,0,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.7511667597 3.1257520996)
307366,,0,0,0,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-73.7511667597 3.1257520996)
307367,,0,0,0,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.7511667597 3.1257520996)
307368,,0,0,0,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.7511667597 3.1257520996)
307369,,0,0,0,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.7511667597 3.1257520996)
307370,,0,0,0,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.7511667597 3.1257520996)
307371,,0,0,0,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.7511667597 3.1257520996)
307373,,1999,0,0,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,INDIVIDUAL,RECLUTAMIENTO,POINT (-73.6746937486 2.9757503786)
307374,,2010,2,2,50711,VISTAHERMOSA,META,ARIARI GUAYABERO,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,INDIVIDUAL,SIN INFORMACIÓN,POINT (-73.8298383291 2.9363180503)
307381,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,DESCONOCIDA,GRUPO POSDESMOVILIZACIÓN,EJÉRCITO REVOLUCIONARIO POPULAR ANTITERRORISTA COLOMBIANO (ERPAC),0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-73.6956178151 3.7018798762)
307382,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,DESCONOCIDA,GRUPO POSDESMOVILIZACIÓN,EJÉRCITO REVOLUCIONARIO POPULAR ANTITERRORISTA COLOMBIANO (ERPAC),0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-73.6956178151 3.7018798762)
307383,,2000,12,27,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307384,,2002,5,1,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,1,INDIVIDUAL,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307385,,2002,8,17,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307386,,2003,6,27,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,GRUPO PARAMILITAR,AUTODEFENSAS CAMPESINAS DE META Y VICHADA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307387,,2004,1,27,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307388,,2004,3,5,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307389,,2004,3,25,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307390,,2004,5,4,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307391,,2004,5,7,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307392,,2004,12,18,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307393,,2005,1,1,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307394,,2005,2,9,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307395,,2005,8,27,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,3,MÚLTIPLE,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307398,,2008,3,6,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307399,,2009,2,1,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,DESCONOCIDA,GRUPO POSDESMOVILIZACIÓN,EJÉRCITO REVOLUCIONARIO POPULAR ANTITERRORISTA COLOMBIANO (ERPAC),0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307400,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307401,,2014,4,28,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,DESCONOCIDA,GRUPO POSDESMOVILIZACIÓN,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307402,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307403,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307404,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307405,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307406,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307407,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307408,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307409,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307410,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307411,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307412,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-73.6956178151 3.7018798762)
307413,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307414,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-73.6956178151 3.7018798762)
307415,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307416,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-73.6956178151 3.7018798762)
307417,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307418,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307419,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307420,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307421,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307422,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307423,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307424,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307425,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307426,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307427,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307428,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-73.6956178151 3.7018798762)
307429,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307430,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307431,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307432,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307433,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-73.6956178151 3.7018798762)
307434,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307435,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307436,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307437,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307438,,0,0,0,50689,SAN MARTIN,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6956178151 3.7018798762)
307439,,2004,10,14,50686,SAN JUANITO,META,PIEDEMONTE LLANERO,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6766990281 4.4581800051)
307440,,0,0,0,50686,SAN JUANITO,META,PIEDEMONTE LLANERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.6766990281 4.4581800051)
307442,,0,0,0,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.875831539 3.3737278744)
307443,,0,0,0,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.875831539 3.3737278744)
307444,,0,0,0,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,DESCONOCIDA,GRUPO ARMADO NO IDENTIFICADO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.875831539 3.3737278744)
307445,,1995,8,28,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.875831539 3.3737278744)
307446,,2000,5,3,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.875831539 3.3737278744)
307447,,2002,1,29,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.875831539 3.3737278744)
307448,,2002,10,29,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.875831539 3.3737278744)
307449,,2004,11,8,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,DESCONOCIDA,GRUPO PARAMILITAR,AUTODEFENSAS UNIDAS DE COLOMBIA AUC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.875831539 3.3737278744)
307450,,2005,6,1,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.875831539 3.3737278744)
307451,,2007,7,31,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.875831539 3.3737278744)
307452,,2009,12,10,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,DESCONOCIDA,GUERRILLA,NO IDENTIFICADA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.875831539 3.3737278744)
307453,,2008,8,30,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,DESCONOCIDA,GUERRILLA,FARC,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.875831539 3.3737278744)
307454,,0,0,0,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-73.875831539 3.3737278744)
307455,,0,0,0,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-73.875831539 3.3737278744)
307456,,0,0,0,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.875831539 3.3737278744)
307457,,0,0,0,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.875831539 3.3737278744)
307458,,0,0,0,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.875831539 3.3737278744)
307459,,0,0,0,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-73.875831539 3.3737278744)
307460,,0,0,0,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.875831539 3.3737278744)
307461,,0,0,0,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.875831539 3.3737278744)
307462,,0,0,0,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.875831539 3.3737278744)
307463,,0,0,0,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,DESCONOCIDA,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,UTILIZACIÓN,POINT (-73.875831539 3.3737278744)
307464,,0,0,0,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,COACCIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,RECLUTAMIENTO,POINT (-73.875831539 3.3737278744)
307465,,0,0,0,50683,SAN JUAN DE ARAMA,META,ARIARI GUAYABERO,PERSUASIÓN,DESCONOCIDO,NO APLICA,0,0,0,0,0,0,0,0,0,,,1,SIN INFORMACIÓN,SIN INFORMACIÓN,POINT (-73.875831539 3.3737278744)
